Teleconnexió,Fase,Variable,Subregió,Estació,Període,Anomalia mitjana,Unitat,N mesos
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,1991-2000,0.0006,m3/m3,8
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,2001-2010,0.004,m3/m3,17
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Hivern,2011-2020,-0.0043,m3/m3,6
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,Tots,-0.0052,m3/m3,38
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,1981-1990,0.0053,m3/m3,12
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,1991-2000,-0.0141,m3/m3,11
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,2001-2010,-0.0015,m3/m3,6
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Primavera,2011-2020,-0.011,m3/m3,9
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,Tots,0.0041,m3/m3,43
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,1981-1990,0.0064,m3/m3,11
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,1991-2000,0.001,m3/m3,13
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,2001-2010,-0.0073,m3/m3,9
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Estiu,2011-2020,0.0159,m3/m3,10
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,Tots,0.0023,m3/m3,40
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,1981-1990,-0.0081,m3/m3,11
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,1991-2000,0.022,m3/m3,11
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,2001-2010,0.002,m3/m3,13
WeMO,Neutral,Humitat del sòl,Golf del Lleó,Tardor,2011-2020,-0.0171,m3/m3,5
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,Tots,0.0085,m3/m3,44
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,1981-1990,0.0013,m3/m3,13
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,1991-2000,-0.0036,m3/m3,8
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,2001-2010,0.0218,m3/m3,17
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Hivern,2011-2020,0.0027,m3/m3,6
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,Tots,-0.016,m3/m3,38
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,1981-1990,-0.0046,m3/m3,12
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,1991-2000,-0.0472,m3/m3,11
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,2001-2010,-0.0047,m3/m3,6
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Primavera,2011-2020,-0.0006,m3/m3,9
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,Tots,0.0037,m3/m3,43
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,1981-1990,0.002,m3/m3,11
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,1991-2000,0.0025,m3/m3,13
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,2001-2010,-0.0012,m3/m3,9
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Estiu,2011-2020,0.0114,m3/m3,10
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,Tots,0.0015,m3/m3,40
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,1981-1990,-0.016,m3/m3,11
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,1991-2000,0.012,m3/m3,11
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,2001-2010,0.0056,m3/m3,13
WeMO,Neutral,Humitat del sòl,Mediterrani central occidental,Tardor,2011-2020,0.006,m3/m3,5
WeMO,Neutral,SST,Llevant Ibèric,Hivern,Tots,-0.1606,°C,44
WeMO,Neutral,SST,Llevant Ibèric,Hivern,1981-1990,-0.2024,°C,13
WeMO,Neutral,SST,Llevant Ibèric,Hivern,1991-2000,-0.0506,°C,8
WeMO,Neutral,SST,Llevant Ibèric,Hivern,2001-2010,-0.2431,°C,17
WeMO,Neutral,SST,Llevant Ibèric,Hivern,2011-2020,0.0171,°C,6
WeMO,Neutral,SST,Llevant Ibèric,Primavera,Tots,0.1302,°C,38
WeMO,Neutral,SST,Llevant Ibèric,Primavera,1981-1990,-0.1344,°C,12
WeMO,Neutral,SST,Llevant Ibèric,Primavera,1991-2000,0.3877,°C,11
WeMO,Neutral,SST,Llevant Ibèric,Primavera,2001-2010,-0.0871,°C,6
WeMO,Neutral,SST,Llevant Ibèric,Primavera,2011-2020,0.3133,°C,9
WeMO,Neutral,SST,Llevant Ibèric,Estiu,Tots,-0.0355,°C,43
WeMO,Neutral,SST,Llevant Ibèric,Estiu,1981-1990,-0.5071,°C,11
WeMO,Neutral,SST,Llevant Ibèric,Estiu,1991-2000,-0.0419,°C,13
WeMO,Neutral,SST,Llevant Ibèric,Estiu,2001-2010,0.161,°C,9
WeMO,Neutral,SST,Llevant Ibèric,Estiu,2011-2020,0.3146,°C,10
WeMO,Neutral,SST,Llevant Ibèric,Tardor,Tots,0.0418,°C,40
WeMO,Neutral,SST,Llevant Ibèric,Tardor,1981-1990,-0.0215,°C,11
WeMO,Neutral,SST,Llevant Ibèric,Tardor,1991-2000,-0.2716,°C,11
WeMO,Neutral,SST,Llevant Ibèric,Tardor,2001-2010,0.0976,°C,13
WeMO,Neutral,SST,Llevant Ibèric,Tardor,2011-2020,0.726,°C,5
WeMO,Neutral,SST,Catalunya-Balears,Hivern,Tots,-0.1337,°C,44
WeMO,Neutral,SST,Catalunya-Balears,Hivern,1981-1990,-0.2285,°C,13
WeMO,Neutral,SST,Catalunya-Balears,Hivern,1991-2000,0.0604,°C,8
WeMO,Neutral,SST,Catalunya-Balears,Hivern,2001-2010,-0.2093,°C,17
WeMO,Neutral,SST,Catalunya-Balears,Hivern,2011-2020,0.027,°C,6
WeMO,Neutral,SST,Catalunya-Balears,Primavera,Tots,0.0975,°C,38
WeMO,Neutral,SST,Catalunya-Balears,Primavera,1981-1990,-0.1573,°C,12
WeMO,Neutral,SST,Catalunya-Balears,Primavera,1991-2000,0.3371,°C,11
WeMO,Neutral,SST,Catalunya-Balears,Primavera,2001-2010,-0.0827,°C,6
WeMO,Neutral,SST,Catalunya-Balears,Primavera,2011-2020,0.2646,°C,9
WeMO,Neutral,SST,Catalunya-Balears,Estiu,Tots,-0.1188,°C,43
WeMO,Neutral,SST,Catalunya-Balears,Estiu,1981-1990,-0.6755,°C,11
WeMO,Neutral,SST,Catalunya-Balears,Estiu,1991-2000,0.0057,°C,13
WeMO,Neutral,SST,Catalunya-Balears,Estiu,2001-2010,-0.0584,°C,9
WeMO,Neutral,SST,Catalunya-Balears,Estiu,2011-2020,0.2772,°C,10
WeMO,Neutral,SST,Catalunya-Balears,Tardor,Tots,0.0844,°C,40
WeMO,Neutral,SST,Catalunya-Balears,Tardor,1981-1990,-0.0741,°C,11
WeMO,Neutral,SST,Catalunya-Balears,Tardor,1991-2000,0.0359,°C,11
WeMO,Neutral,SST,Catalunya-Balears,Tardor,2001-2010,0.0183,°C,13
WeMO,Neutral,SST,Catalunya-Balears,Tardor,2011-2020,0.7117,°C,5
WeMO,Neutral,SST,Golf del Lleó,Hivern,Tots,-0.0854,°C,44
WeMO,Neutral,SST,Golf del Lleó,Hivern,1981-1990,-0.3521,°C,13
WeMO,Neutral,SST,Golf del Lleó,Hivern,1991-2000,0.0175,°C,8
WeMO,Neutral,SST,Golf del Lleó,Hivern,2001-2010,0.0135,°C,17
WeMO,Neutral,SST,Golf del Lleó,Hivern,2011-2020,0.0751,°C,6
WeMO,Neutral,SST,Golf del Lleó,Primavera,Tots,0.0575,°C,38
WeMO,Neutral,SST,Golf del Lleó,Primavera,1981-1990,-0.1879,°C,12
WeMO,Neutral,SST,Golf del Lleó,Primavera,1991-2000,0.0577,°C,11
WeMO,Neutral,SST,Golf del Lleó,Primavera,2001-2010,-0.068,°C,6
WeMO,Neutral,SST,Golf del Lleó,Primavera,2011-2020,0.4682,°C,9
WeMO,Neutral,SST,Golf del Lleó,Estiu,Tots,-0.2093,°C,43
WeMO,Neutral,SST,Golf del Lleó,Estiu,1981-1990,-0.7938,°C,11
WeMO,Neutral,SST,Golf del Lleó,Estiu,1991-2000,0.0336,°C,13
WeMO,Neutral,SST,Golf del Lleó,Estiu,2001-2010,-0.4057,°C,9
WeMO,Neutral,SST,Golf del Lleó,Estiu,2011-2020,0.2944,°C,10
WeMO,Neutral,SST,Golf del Lleó,Tardor,Tots,0.1455,°C,40
WeMO,Neutral,SST,Golf del Lleó,Tardor,1981-1990,-0.2201,°C,11
WeMO,Neutral,SST,Golf del Lleó,Tardor,1991-2000,0.2902,°C,11
WeMO,Neutral,SST,Golf del Lleó,Tardor,2001-2010,0.0672,°C,13
WeMO,Neutral,SST,Golf del Lleó,Tardor,2011-2020,0.8347,°C,5
WeMO,Neutral,SST,Mediterrani central occidental,Hivern,Tots,-0.1391,°C,44
WeMO,Neutral,SST,Mediterrani central occidental,Hivern,1981-1990,-0.34,°C,13
WeMO,Neutral,SST,Mediterrani central occidental,Hivern,1991-2000,-0.0714,°C,8
WeMO,Neutral,SST,Mediterrani central occidental,Hivern,2001-2010,-0.0719,°C,17
WeMO,Neutral,SST,Mediterrani central occidental,Hivern,2011-2020,0.0156,°C,6
WeMO,Neutral,SST,Mediterrani central occidental,Primavera,Tots,0.0228,°C,38
WeMO,Neutral,SST,Mediterrani central occidental,Primavera,1981-1990,-0.293,°C,12
WeMO,Neutral,SST,Mediterrani central occidental,Primavera,1991-2000,0.1585,°C,11
WeMO,Neutral,SST,Mediterrani central occidental,Primavera,2001-2010,0.0604,°C,6
WeMO,Neutral,SST,Mediterrani central occidental,Primavera,2011-2020,0.2528,°C,9
WeMO,Neutral,SST,Mediterrani central occidental,Estiu,Tots,-0.199,°C,43
WeMO,Neutral,SST,Mediterrani central occidental,Estiu,1981-1990,-0.7385,°C,11
WeMO,Neutral,SST,Mediterrani central occidental,Estiu,1991-2000,-0.1904,°C,13
WeMO,Neutral,SST,Mediterrani central occidental,Estiu,2001-2010,-0.1898,°C,9
WeMO,Neutral,SST,Mediterrani central occidental,Estiu,2011-2020,0.3748,°C,10
WeMO,Neutral,SST,Mediterrani central occidental,Tardor,Tots,0.0781,°C,40
WeMO,Neutral,SST,Mediterrani central occidental,Tardor,1981-1990,-0.1727,°C,11
WeMO,Neutral,SST,Mediterrani central occidental,Tardor,1991-2000,0.0502,°C,11
WeMO,Neutral,SST,Mediterrani central occidental,Tardor,2001-2010,0.0562,°C,13
WeMO,Neutral,SST,Mediterrani central occidental,Tardor,2011-2020,0.7484,°C,5
WeMO,Positiva,Precipitació,Llevant Ibèric,Hivern,Tots,-13.1858,mm,43
WeMO,Positiva,Precipitació,Llevant Ibèric,Hivern,1981-1990,-17.2548,mm,12
WeMO,Positiva,Precipitació,Llevant Ibèric,Hivern,1991-2000,-12.4005,mm,9
WeMO,Positiva,Precipitació,Llevant Ibèric,Hivern,2001-2010,-11.9146,mm,4
WeMO,Positiva,Precipitació,Llevant Ibèric,Hivern,2011-2020,-11.1482,mm,18
WeMO,Positiva,Precipitació,Llevant Ibèric,Primavera,Tots,-7.5567,mm,34
WeMO,Positiva,Precipitació,Llevant Ibèric,Primavera,1981-1990,-1.3383,mm,11
WeMO,Positiva,Precipitació,Llevant Ibèric,Primavera,1991-2000,-13.7969,mm,11
WeMO,Positiva,Precipitació,Llevant Ibèric,Primavera,2001-2010,-11.9886,mm,8
WeMO,Positiva,Precipitació,Llevant Ibèric,Primavera,2011-2020,1.3669,mm,4
WeMO,Positiva,Precipitació,Llevant Ibèric,Estiu,Tots,-1.1837,mm,34
WeMO,Positiva,Precipitació,Llevant Ibèric,Estiu,1981-1990,-4.5624,mm,7
WeMO,Positiva,Precipitació,Llevant Ibèric,Estiu,1991-2000,1.3816,mm,13
WeMO,Positiva,Precipitació,Llevant Ibèric,Estiu,2001-2010,-2.5628,mm,12
WeMO,Positiva,Precipitació,Llevant Ibèric,Estiu,2011-2020,2.2421,mm,2
WeMO,Positiva,Precipitació,Llevant Ibèric,Tardor,Tots,-13.961,mm,34
WeMO,Positiva,Precipitació,Llevant Ibèric,Tardor,1981-1990,-8.4165,mm,8
WeMO,Positiva,Precipitació,Llevant Ibèric,Tardor,1991-2000,-11.9119,mm,14
WeMO,Positiva,Precipitació,Llevant Ibèric,Tardor,2001-2010,-15.8293,mm,5
WeMO,Positiva,Precipitació,Llevant Ibèric,Tardor,2011-2020,-23.0613,mm,7
WeMO,Positiva,Precipitació,Catalunya-Balears,Hivern,Tots,-11.5197,mm,43
WeMO,Positiva,Precipitació,Catalunya-Balears,Hivern,1981-1990,-9.7473,mm,12
WeMO,Positiva,Precipitació,Catalunya-Balears,Hivern,1991-2000,-20.661,mm,9
WeMO,Positiva,Precipitació,Catalunya-Balears,Hivern,2001-2010,-11.8611,mm,4
WeMO,Positiva,Precipitació,Catalunya-Balears,Hivern,2011-2020,-8.0549,mm,18
WeMO,Positiva,Precipitació,Catalunya-Balears,Primavera,Tots,2.21,mm,34
WeMO,Positiva,Precipitació,Catalunya-Balears,Primavera,1981-1990,6.5177,mm,11
WeMO,Positiva,Precipitació,Catalunya-Balears,Primavera,1991-2000,-4.5757,mm,11
WeMO,Positiva,Precipitació,Catalunya-Balears,Primavera,2001-2010,3.701,mm,8
WeMO,Positiva,Precipitació,Catalunya-Balears,Primavera,2011-2020,6.0425,mm,4
WeMO,Positiva,Precipitació,Catalunya-Balears,Estiu,Tots,1.2132,mm,34
WeMO,Positiva,Precipitació,Catalunya-Balears,Estiu,1981-1990,-3.855,mm,7
WeMO,Positiva,Precipitació,Catalunya-Balears,Estiu,1991-2000,1.7313,mm,13
WeMO,Positiva,Precipitació,Catalunya-Balears,Estiu,2001-2010,1.9773,mm,12
WeMO,Positiva,Precipitació,Catalunya-Balears,Estiu,2011-2020,11.0001,mm,2
WeMO,Positiva,Precipitació,Catalunya-Balears,Tardor,Tots,-6.2427,mm,34
WeMO,Positiva,Precipitació,Catalunya-Balears,Tardor,1981-1990,-9.7949,mm,8
WeMO,Positiva,Precipitació,Catalunya-Balears,Tardor,1991-2000,-2.8371,mm,14
WeMO,Positiva,Precipitació,Catalunya-Balears,Tardor,2001-2010,-5.9495,mm,5
WeMO,Positiva,Precipitació,Catalunya-Balears,Tardor,2011-2020,-9.2036,mm,7
WeMO,Positiva,Precipitació,Golf del Lleó,Hivern,Tots,9.5369,mm,43
WeMO,Positiva,Precipitació,Golf del Lleó,Hivern,1981-1990,15.5978,mm,12
WeMO,Positiva,Precipitació,Golf del Lleó,Hivern,1991-2000,0.5679,mm,9
WeMO,Positiva,Precipitació,Golf del Lleó,Hivern,2001-2010,7.0741,mm,4
WeMO,Positiva,Precipitació,Golf del Lleó,Hivern,2011-2020,10.528,mm,18
WeMO,Positiva,Precipitació,Golf del Lleó,Primavera,Tots,21.846,mm,34
WeMO,Positiva,Precipitació,Golf del Lleó,Primavera,1981-1990,30.7806,mm,11
WeMO,Positiva,Precipitació,Golf del Lleó,Primavera,1991-2000,3.9215,mm,11
WeMO,Positiva,Precipitació,Golf del Lleó,Primavera,2001-2010,22.5427,mm,8
WeMO,Positiva,Precipitació,Golf del Lleó,Primavera,2011-2020,45.1751,mm,4
WeMO,Positiva,Precipitació,Golf del Lleó,Estiu,Tots,6.9266,mm,34
WeMO,Positiva,Precipitació,Golf del Lleó,Estiu,1981-1990,3.0836,mm,7
WeMO,Positiva,Precipitació,Golf del Lleó,Estiu,1991-2000,10.7238,mm,13
WeMO,Positiva,Precipitació,Golf del Lleó,Estiu,2001-2010,3.3959,mm,12
WeMO,Positiva,Precipitació,Golf del Lleó,Estiu,2011-2020,16.8803,mm,2
WeMO,Positiva,Precipitació,Golf del Lleó,Tardor,Tots,2.8059,mm,34
WeMO,Positiva,Precipitació,Golf del Lleó,Tardor,1981-1990,-13.4196,mm,8
WeMO,Positiva,Precipitació,Golf del Lleó,Tardor,1991-2000,19.9392,mm,14
WeMO,Positiva,Precipitació,Golf del Lleó,Tardor,2001-2010,14.366,mm,5
WeMO,Positiva,Precipitació,Golf del Lleó,Tardor,2011-2020,-21.1744,mm,7
WeMO,Positiva,Precipitació,Mediterrani central occidental,Hivern,Tots,-3.1386,mm,43
WeMO,Positiva,Precipitació,Mediterrani central occidental,Hivern,1981-1990,-7.3045,mm,12
WeMO,Positiva,Precipitació,Mediterrani central occidental,Hivern,1991-2000,-18.7336,mm,9
WeMO,Positiva,Precipitació,Mediterrani central occidental,Hivern,2001-2010,5.7256,mm,4
WeMO,Positiva,Precipitació,Mediterrani central occidental,Hivern,2011-2020,5.4663,mm,18
WeMO,Positiva,Precipitació,Mediterrani central occidental,Primavera,Tots,11.8138,mm,34
WeMO,Positiva,Precipitació,Mediterrani central occidental,Primavera,1981-1990,17.7205,mm,11
WeMO,Positiva,Precipitació,Mediterrani central occidental,Primavera,1991-2000,3.7333,mm,11
WeMO,Positiva,Precipitació,Mediterrani central occidental,Primavera,2001-2010,9.3095,mm,8
WeMO,Positiva,Precipitació,Mediterrani central occidental,Primavera,2011-2020,22.8003,mm,4
WeMO,Positiva,Precipitació,Mediterrani central occidental,Estiu,Tots,-0.2148,mm,34
WeMO,Positiva,Precipitació,Mediterrani central occidental,Estiu,1981-1990,-1.7571,mm,7
WeMO,Positiva,Precipitació,Mediterrani central occidental,Estiu,1991-2000,0.1589,mm,13
WeMO,Positiva,Precipitació,Mediterrani central occidental,Estiu,2001-2010,0.3793,mm,12
WeMO,Positiva,Precipitació,Mediterrani central occidental,Estiu,2011-2020,-0.8112,mm,2
WeMO,Positiva,Precipitació,Mediterrani central occidental,Tardor,Tots,1.5902,mm,34
WeMO,Positiva,Precipitació,Mediterrani central occidental,Tardor,1981-1990,-0.9847,mm,8
WeMO,Positiva,Precipitació,Mediterrani central occidental,Tardor,1991-2000,-3.1624,mm,14
WeMO,Positiva,Precipitació,Mediterrani central occidental,Tardor,2001-2010,10.8829,mm,5
WeMO,Positiva,Precipitació,Mediterrani central occidental,Tardor,2011-2020,7.4004,mm,7
WeMO,Positiva,Temperatura,Llevant Ibèric,Hivern,Tots,0.3875,°C,43
WeMO,Positiva,Temperatura,Llevant Ibèric,Hivern,1981-1990,-0.0943,°C,12
WeMO,Positiva,Temperatura,Llevant Ibèric,Hivern,1991-2000,0.4211,°C,9
WeMO,Positiva,Temperatura,Llevant Ibèric,Hivern,2001-2010,0.9297,°C,4
WeMO,Positiva,Temperatura,Llevant Ibèric,Hivern,2011-2020,0.5714,°C,18
WeMO,Positiva,Temperatura,Llevant Ibèric,Primavera,Tots,-0.3905,°C,34
WeMO,Positiva,Temperatura,Llevant Ibèric,Primavera,1981-1990,-1.1153,°C,11
WeMO,Positiva,Temperatura,Llevant Ibèric,Primavera,1991-2000,-0.3342,°C,11
WeMO,Positiva,Temperatura,Llevant Ibèric,Primavera,2001-2010,0.492,°C,8
WeMO,Positiva,Temperatura,Llevant Ibèric,Primavera,2011-2020,-0.3173,°C,4
WeMO,Positiva,Temperatura,Llevant Ibèric,Estiu,Tots,-0.1349,°C,34
WeMO,Positiva,Temperatura,Llevant Ibèric,Estiu,1981-1990,-0.4024,°C,7
WeMO,Positiva,Temperatura,Llevant Ibèric,Estiu,1991-2000,-0.4996,°C,13
WeMO,Positiva,Temperatura,Llevant Ibèric,Estiu,2001-2010,0.3305,°C,12
WeMO,Positiva,Temperatura,Llevant Ibèric,Estiu,2011-2020,0.3793,°C,2
WeMO,Positiva,Temperatura,Llevant Ibèric,Tardor,Tots,-0.3623,°C,34
WeMO,Positiva,Temperatura,Llevant Ibèric,Tardor,1981-1990,-0.4746,°C,8
WeMO,Positiva,Temperatura,Llevant Ibèric,Tardor,1991-2000,-0.7905,°C,14
WeMO,Positiva,Temperatura,Llevant Ibèric,Tardor,2001-2010,0.2256,°C,5
WeMO,Positiva,Temperatura,Llevant Ibèric,Tardor,2011-2020,0.2025,°C,7
WeMO,Positiva,Temperatura,Catalunya-Balears,Hivern,Tots,0.3131,°C,43
WeMO,Positiva,Temperatura,Catalunya-Balears,Hivern,1981-1990,-0.0084,°C,12
WeMO,Positiva,Temperatura,Catalunya-Balears,Hivern,1991-2000,0.2008,°C,9
WeMO,Positiva,Temperatura,Catalunya-Balears,Hivern,2001-2010,0.5774,°C,4
WeMO,Positiva,Temperatura,Catalunya-Balears,Hivern,2011-2020,0.5249,°C,18
WeMO,Positiva,Temperatura,Catalunya-Balears,Primavera,Tots,-0.5722,°C,34
WeMO,Positiva,Temperatura,Catalunya-Balears,Primavera,1981-1990,-1.1412,°C,11
WeMO,Positiva,Temperatura,Catalunya-Balears,Primavera,1991-2000,-0.5941,°C,11
WeMO,Positiva,Temperatura,Catalunya-Balears,Primavera,2001-2010,0.1905,°C,8
WeMO,Positiva,Temperatura,Catalunya-Balears,Primavera,2011-2020,-0.4729,°C,4
WeMO,Positiva,Temperatura,Catalunya-Balears,Estiu,Tots,-0.1094,°C,34
WeMO,Positiva,Temperatura,Catalunya-Balears,Estiu,1981-1990,-0.1468,°C,7
WeMO,Positiva,Temperatura,Catalunya-Balears,Estiu,1991-2000,-0.5413,°C,13
WeMO,Positiva,Temperatura,Catalunya-Balears,Estiu,2001-2010,0.235,°C,12
WeMO,Positiva,Temperatura,Catalunya-Balears,Estiu,2011-2020,0.7627,°C,2
WeMO,Positiva,Temperatura,Catalunya-Balears,Tardor,Tots,-0.6108,°C,34
WeMO,Positiva,Temperatura,Catalunya-Balears,Tardor,1981-1990,-0.8219,°C,8
WeMO,Positiva,Temperatura,Catalunya-Balears,Tardor,1991-2000,-0.9628,°C,14
WeMO,Positiva,Temperatura,Catalunya-Balears,Tardor,2001-2010,0.116,°C,5
WeMO,Positiva,Temperatura,Catalunya-Balears,Tardor,2011-2020,-0.1847,°C,7
WeMO,Positiva,Temperatura,Golf del Lleó,Hivern,Tots,0.4363,°C,43
WeMO,Positiva,Temperatura,Golf del Lleó,Hivern,1981-1990,0.03,°C,12
WeMO,Positiva,Temperatura,Golf del Lleó,Hivern,1991-2000,0.2409,°C,9
WeMO,Positiva,Temperatura,Golf del Lleó,Hivern,2001-2010,0.6477,°C,4
WeMO,Positiva,Temperatura,Golf del Lleó,Hivern,2011-2020,0.7578,°C,18
WeMO,Positiva,Temperatura,Golf del Lleó,Primavera,Tots,-0.9696,°C,34
WeMO,Positiva,Temperatura,Golf del Lleó,Primavera,1981-1990,-1.8332,°C,11
WeMO,Positiva,Temperatura,Golf del Lleó,Primavera,1991-2000,-0.8757,°C,11
WeMO,Positiva,Temperatura,Golf del Lleó,Primavera,2001-2010,0.0644,°C,8
WeMO,Positiva,Temperatura,Golf del Lleó,Primavera,2011-2020,-0.9215,°C,4
WeMO,Positiva,Temperatura,Golf del Lleó,Estiu,Tots,-0.2749,°C,34
WeMO,Positiva,Temperatura,Golf del Lleó,Estiu,1981-1990,-0.1238,°C,7
WeMO,Positiva,Temperatura,Golf del Lleó,Estiu,1991-2000,-0.8454,°C,13
WeMO,Positiva,Temperatura,Golf del Lleó,Estiu,2001-2010,0.1025,°C,12
WeMO,Positiva,Temperatura,Golf del Lleó,Estiu,2011-2020,0.6402,°C,2
WeMO,Positiva,Temperatura,Golf del Lleó,Tardor,Tots,-0.8016,°C,34
WeMO,Positiva,Temperatura,Golf del Lleó,Tardor,1981-1990,-1.2927,°C,8
WeMO,Positiva,Temperatura,Golf del Lleó,Tardor,1991-2000,-1.1555,°C,14
WeMO,Positiva,Temperatura,Golf del Lleó,Tardor,2001-2010,0.377,°C,5
WeMO,Positiva,Temperatura,Golf del Lleó,Tardor,2011-2020,-0.3746,°C,7
WeMO,Positiva,Temperatura,Mediterrani central occidental,Hivern,Tots,0.1983,°C,43
WeMO,Positiva,Temperatura,Mediterrani central occidental,Hivern,1981-1990,-0.1815,°C,12
WeMO,Positiva,Temperatura,Mediterrani central occidental,Hivern,1991-2000,0.0269,°C,9
WeMO,Positiva,Temperatura,Mediterrani central occidental,Hivern,2001-2010,0.5495,°C,4
WeMO,Positiva,Temperatura,Mediterrani central occidental,Hivern,2011-2020,0.4591,°C,18
WeMO,Positiva,Temperatura,Mediterrani central occidental,Primavera,Tots,-0.419,°C,34
WeMO,Positiva,Temperatura,Mediterrani central occidental,Primavera,1981-1990,-0.8028,°C,11
WeMO,Positiva,Temperatura,Mediterrani central occidental,Primavera,1991-2000,-0.6356,°C,11
WeMO,Positiva,Temperatura,Mediterrani central occidental,Primavera,2001-2010,0.2225,°C,8
WeMO,Positiva,Temperatura,Mediterrani central occidental,Primavera,2011-2020,-0.0511,°C,4
WeMO,Positiva,Temperatura,Mediterrani central occidental,Estiu,Tots,-0.0224,°C,34
WeMO,Positiva,Temperatura,Mediterrani central occidental,Estiu,1981-1990,0.0992,°C,7
WeMO,Positiva,Temperatura,Mediterrani central occidental,Estiu,1991-2000,-0.4808,°C,13
WeMO,Positiva,Temperatura,Mediterrani central occidental,Estiu,2001-2010,0.2647,°C,12
WeMO,Positiva,Temperatura,Mediterrani central occidental,Estiu,2011-2020,0.8089,°C,2
WeMO,Positiva,Temperatura,Mediterrani central occidental,Tardor,Tots,-0.6122,°C,34
WeMO,Positiva,Temperatura,Mediterrani central occidental,Tardor,1981-1990,-0.849,°C,8
WeMO,Positiva,Temperatura,Mediterrani central occidental,Tardor,1991-2000,-0.8936,°C,14
WeMO,Positiva,Temperatura,Mediterrani central occidental,Tardor,2001-2010,0.0461,°C,5
WeMO,Positiva,Temperatura,Mediterrani central occidental,Tardor,2011-2020,-0.2491,°C,7
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Hivern,Tots,-0.0206,m3/m3,43
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Hivern,1981-1990,-0.0168,m3/m3,12
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Hivern,1991-2000,-0.0292,m3/m3,9
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Hivern,2001-2010,-0.0177,m3/m3,4
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Hivern,2011-2020,-0.0194,m3/m3,18
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Primavera,Tots,-0.0047,m3/m3,34
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Primavera,1981-1990,0.0087,m3/m3,11
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Primavera,1991-2000,-0.021,m3/m3,11
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Primavera,2001-2010,-0.0097,m3/m3,8
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Primavera,2011-2020,0.0132,m3/m3,4
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Estiu,Tots,0.0005,m3/m3,34
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Estiu,1981-1990,0.0101,m3/m3,7
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Estiu,1991-2000,0.0021,m3/m3,13
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Estiu,2001-2010,-0.0084,m3/m3,12
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Estiu,2011-2020,0.01,m3/m3,2
WeMO,Positiva,Humitat del sòl,Llevant Ibèric,Tardor,Tots,-0.0294,m3/m3,34
