Indicador,Teleconnexió,Fase,Estació,Subregió,Període,Percentatge mesos,N episodis,N mesos
Episodi fred i humit,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,8.33,1,12
Episodi fred i humit,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,0.0,0,2
Episodi fred i humit,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,2.94,1,34
Episodi fred i humit,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,0.0,0,8
Episodi fred i humit,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,7.14,1,14
Episodi fred i humit,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,0.0,0,5
Episodi fred i humit,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,0.0,0,7
Episodi fred i humit,WeMO,Positiva,Hivern,Golf del Lleó,Tots,2.33,1,43
Episodi fred i humit,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,0.0,0,12
Episodi fred i humit,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,11.11,1,9
Episodi fred i humit,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,0.0,0,4
Episodi fred i humit,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,0.0,0,18
Episodi fred i humit,WeMO,Positiva,Primavera,Golf del Lleó,Tots,23.53,8,34
Episodi fred i humit,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,54.55,6,11
Episodi fred i humit,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,9.09,1,11
Episodi fred i humit,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,0.0,0,8
Episodi fred i humit,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,25.0,1,4
Episodi fred i humit,WeMO,Positiva,Estiu,Golf del Lleó,Tots,8.82,3,34
Episodi fred i humit,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,0.0,0,7
Episodi fred i humit,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,15.38,2,13
Episodi fred i humit,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,8.33,1,12
Episodi fred i humit,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,0.0,0,2
Episodi fred i humit,WeMO,Positiva,Tardor,Golf del Lleó,Tots,8.82,3,34
Episodi fred i humit,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,0.0,0,8
Episodi fred i humit,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,21.43,3,14
Episodi fred i humit,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,0.0,0,5
Episodi fred i humit,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,0.0,0,7
Episodi fred i humit,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,2.33,1,43
Episodi fred i humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,0.0,0,12
Episodi fred i humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,0.0,0,9
Episodi fred i humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,0.0,0,4
Episodi fred i humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,5.56,1,18
Episodi fred i humit,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,5.88,2,34
Episodi fred i humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,18.18,2,11
Episodi fred i humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Episodi fred i humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,0.0,0,8
Episodi fred i humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,0.0,0,4
Episodi fred i humit,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,0.0,0,34
Episodi fred i humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,0.0,0,7
Episodi fred i humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,0.0,0,13
Episodi fred i humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,0.0,0,12
Episodi fred i humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Episodi fred i humit,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,2.94,1,34
Episodi fred i humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,0.0,0,8
Episodi fred i humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,7.14,1,14
Episodi fred i humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,0.0,0,5
Episodi fred i humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,0.0,0,7
Sòl molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,53.49,23,43
Sòl molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,50.0,6,12
Sòl molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,66.67,6,9
Sòl molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,50.0,2,4
Sòl molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,50.0,9,18
Sòl molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,44.12,15,34
Sòl molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,36.36,4,11
Sòl molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,63.64,7,11
Sòl molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,50.0,4,8
Sòl molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,0.0,0,4
Sòl molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,8.82,3,34
Sòl molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,0.0,0,7
Sòl molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,7.69,1,13
Sòl molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,16.67,2,12
Sòl molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,0.0,0,2
Sòl molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,55.88,19,34
Sòl molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,50.0,4,8
Sòl molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,50.0,7,14
Sòl molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,80.0,4,5
Sòl molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,57.14,4,7
Sòl molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,25.58,11,43
Sòl molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,25.0,3,12
Sòl molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,33.33,3,9
Sòl molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,25.0,1,4
Sòl molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,22.22,4,18
Sòl molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,26.47,9,34
Sòl molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,18.18,2,11
Sòl molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,36.36,4,11
Sòl molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,37.5,3,8
Sòl molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,0.0,0,4
Sòl molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,29.41,10,34
Sòl molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,14.29,1,7
Sòl molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,30.77,4,13
Sòl molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,41.67,5,12
Sòl molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,0.0,0,2
Sòl molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,20.59,7,34
Sòl molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,12.5,1,8
Sòl molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,14.29,2,14
Sòl molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,20.0,1,5
Sòl molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,42.86,3,7
Sòl molt sec,WeMO,Positiva,Hivern,Golf del Lleó,Tots,4.65,2,43
Sòl molt sec,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,8.33,1,12
Sòl molt sec,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,0.0,0,9
Sòl molt sec,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,0.0,0,4
Sòl molt sec,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,5.56,1,18
Sòl molt sec,WeMO,Positiva,Primavera,Golf del Lleó,Tots,2.94,1,34
Sòl molt sec,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,9.09,1,11
Sòl molt sec,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,0.0,0,11
Sòl molt sec,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,0.0,0,8
Sòl molt sec,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,0.0,0,4
Sòl molt sec,WeMO,Positiva,Estiu,Golf del Lleó,Tots,17.65,6,34
Sòl molt sec,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,0.0,0,7
Sòl molt sec,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,23.08,3,13
Sòl molt sec,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,25.0,3,12
Sòl molt sec,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,0.0,0,2
Sòl molt sec,WeMO,Positiva,Tardor,Golf del Lleó,Tots,17.65,6,34
Sòl molt sec,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,25.0,2,8
Sòl molt sec,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,7.14,1,14
Sòl molt sec,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,0.0,0,5
Sòl molt sec,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,42.86,3,7
Sòl molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,34.88,15,43
Sòl molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,41.67,5,12
Sòl molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,44.44,4,9
Sòl molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,25.0,1,4
Sòl molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,27.78,5,18
Sòl molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,14.71,5,34
Sòl molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,18.18,2,11
Sòl molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,18.18,2,11
Sòl molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,12.5,1,8
Sòl molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,0.0,0,4
Sòl molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,14.71,5,34
Sòl molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,14.29,1,7
Sòl molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,15.38,2,13
Sòl molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,16.67,2,12
Sòl molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Sòl molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,20.59,7,34
Sòl molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,0.0,0,8
Sòl molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,28.57,4,14
Sòl molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,0.0,0,5
Sòl molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,42.86,3,7
Sòl molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,16.28,7,43
Sòl molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,16.67,2,12
Sòl molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,22.22,2,9
Sòl molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,25.0,1,4
Sòl molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,11.11,2,18
Sòl molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,32.35,11,34
Sòl molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,45.45,5,11
Sòl molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,18.18,2,11
Sòl molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,25.0,2,8
Sòl molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,50.0,2,4
Sòl molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,20.59,7,34
Sòl molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,42.86,3,7
Sòl molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,15.38,2,13
Sòl molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,8.33,1,12
Sòl molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,50.0,1,2
Sòl molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,5.88,2,34
Sòl molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,12.5,1,8
Sòl molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,7.14,1,14
Sòl molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,0.0,0,5
Sòl molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,0.0,0,7
Sòl molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,9.3,4,43
Sòl molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,8.33,1,12
Sòl molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,11.11,1,9
Sòl molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,0.0,0,4
Sòl molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,11.11,2,18
Sòl molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,35.29,12,34
Sòl molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,45.45,5,11
Sòl molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,18.18,2,11
Sòl molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,37.5,3,8
Sòl molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,50.0,2,4
Sòl molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,26.47,9,34
Sòl molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,28.57,2,7
Sòl molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,23.08,3,13
Sòl molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,25.0,3,12
Sòl molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,50.0,1,2
Sòl molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,20.59,7,34
Sòl molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,37.5,3,8
Sòl molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,21.43,3,14
Sòl molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,20.0,1,5
Sòl molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,0.0,0,7
Sòl molt humit,WeMO,Positiva,Hivern,Golf del Lleó,Tots,2.33,1,43
Sòl molt humit,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,0.0,0,12
Sòl molt humit,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,0.0,0,9
Sòl molt humit,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,0.0,0,4
Sòl molt humit,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,5.56,1,18
Sòl molt humit,WeMO,Positiva,Primavera,Golf del Lleó,Tots,38.24,13,34
Sòl molt humit,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,54.55,6,11
Sòl molt humit,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,18.18,2,11
Sòl molt humit,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,37.5,3,8
Sòl molt humit,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,50.0,2,4
Sòl molt humit,WeMO,Positiva,Estiu,Golf del Lleó,Tots,35.29,12,34
Sòl molt humit,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,42.86,3,7
Sòl molt humit,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,38.46,5,13
Sòl molt humit,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,25.0,3,12
Sòl molt humit,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,50.0,1,2
Sòl molt humit,WeMO,Positiva,Tardor,Golf del Lleó,Tots,50.0,17,34
Sòl molt humit,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,62.5,5,8
Sòl molt humit,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,64.29,9,14
Sòl molt humit,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,40.0,2,5
Sòl molt humit,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,14.29,1,7
Sòl molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,23.26,10,43
Sòl molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,16.67,2,12
Sòl molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,11.11,1,9
Sòl molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,25.0,1,4
Sòl molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,33.33,6,18
Sòl molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,47.06,16,34
Sòl molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,63.64,7,11
Sòl molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,27.27,3,11
Sòl molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,37.5,3,8
Sòl molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,75.0,3,4
Sòl molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,8.82,3,34
Sòl molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,14.29,1,7
Sòl molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,7.69,1,13
Sòl molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,8.33,1,12
Sòl molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Sòl molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,41.18,14,34
Sòl molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,37.5,3,8
Sòl molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,57.14,8,14
Sòl molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,20.0,1,5
Sòl molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,28.57,2,7
Mes molt càlid,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,32.56,14,43
Mes molt càlid,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,25.0,3,12
Mes molt càlid,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,33.33,3,9
Mes molt càlid,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,75.0,3,4
Mes molt càlid,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,27.78,5,18
Mes molt càlid,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,2.94,1,34
Mes molt càlid,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,12.5,1,8
Mes molt càlid,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,0.0,0,4
Mes molt càlid,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,17.65,6,34
Mes molt càlid,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,0.0,0,7
Mes molt càlid,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,7.69,1,13
Mes molt càlid,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,41.67,5,12
Mes molt càlid,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt càlid,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,5.88,2,34
Mes molt càlid,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,0.0,0,8
Mes molt càlid,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,0.0,0,14
Mes molt càlid,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,20.0,1,5
Mes molt càlid,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt càlid,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,27.91,12,43
Mes molt càlid,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,16.67,2,12
Mes molt càlid,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,33.33,3,9
Mes molt càlid,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,25.0,1,4
Mes molt càlid,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,33.33,6,18
Mes molt càlid,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,2.94,1,34
Mes molt càlid,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,12.5,1,8
Mes molt càlid,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,0.0,0,4
Mes molt càlid,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,11.76,4,34
Mes molt càlid,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,0.0,0,7
Mes molt càlid,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,7.69,1,13
Mes molt càlid,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,16.67,2,12
Mes molt càlid,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,50.0,1,2
Mes molt càlid,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,2.94,1,34
Mes molt càlid,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,0.0,0,8
Mes molt càlid,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,0.0,0,14
Mes molt càlid,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,20.0,1,5
Mes molt càlid,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt càlid,WeMO,Positiva,Hivern,Golf del Lleó,Tots,34.88,15,43
Mes molt càlid,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,16.67,2,12
Mes molt càlid,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,33.33,3,9
Mes molt càlid,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,50.0,2,4
Mes molt càlid,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,44.44,8,18
Mes molt càlid,WeMO,Positiva,Primavera,Golf del Lleó,Tots,2.94,1,34
Mes molt càlid,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,12.5,1,8
Mes molt càlid,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,0.0,0,4
Mes molt càlid,WeMO,Positiva,Estiu,Golf del Lleó,Tots,14.71,5,34
Mes molt càlid,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,14.29,1,7
Mes molt càlid,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,7.69,1,13
Mes molt càlid,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,16.67,2,12
Mes molt càlid,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,50.0,1,2
Mes molt càlid,WeMO,Positiva,Tardor,Golf del Lleó,Tots,11.76,4,34
Mes molt càlid,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,0.0,0,8
Mes molt càlid,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,7.14,1,14
Mes molt càlid,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,40.0,2,5
Mes molt càlid,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,14.29,1,7
Mes molt càlid,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,27.91,12,43
Mes molt càlid,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt càlid,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,22.22,2,9
Mes molt càlid,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,25.0,1,4
Mes molt càlid,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,38.89,7,18
Mes molt càlid,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,2.94,1,34
Mes molt càlid,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Mes molt càlid,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,12.5,1,8
Mes molt càlid,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,0.0,0,4
Mes molt càlid,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,17.65,6,34
Mes molt càlid,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,28.57,2,7
Mes molt càlid,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,7.69,1,13
Mes molt càlid,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,16.67,2,12
Mes molt càlid,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,50.0,1,2
Mes molt càlid,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,0.0,0,34
Mes molt càlid,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,0.0,0,8
Mes molt càlid,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,0.0,0,14
Mes molt càlid,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,0.0,0,5
Mes molt càlid,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt fred,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,4.65,2,43
Mes molt fred,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,16.67,2,12
Mes molt fred,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,0.0,0,9
Mes molt fred,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,0.0,0,4
Mes molt fred,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,0.0,0,18
